recon_loss,KL,disnt_basal,disnt_after,r2_mean,r2_var,adv_loss,penalty_adv,adv_perts,acc_perts,penalty_perts,adv_cell_type,penalty_cell_type,acc_cell_type,epoch,mode
-7856.371195948401,0.0,0.6831996807153251,0.9955359039837466,0.7263686077009596,-3703.232427671693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,valid
2001.8045606447781,0.0,0.0,0.0,0.3405338298535445,-13989.50131082713,6.140318079490882,0.24861535672908244,5.021670338735415,0.00806292820019288,0.21666906040876632,1.1186477193942648,0.03194629357236883,0.6984011961545559,0,train
-23138.374046148256,0.0,0.6950767953714518,0.9949186161639649,0.8914719738285458,-2305.07018686871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,valid
-18990.3935546875,0.0,0.0,0.0,0.862047392805616,-3104.9443480537434,5.495521490284474,0.015217198390999566,4.956668269427525,0.011091975532902802,3.3488170194449714e-06,0.5388532229241608,0.015213849557482678,0.8768452219880385,1,train
-30387.00109011628,0.0,0.694452455852419,0.9938807088954477,0.91829093377721,-1877.599454715963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,valid
-27879.73154127529,0.0,0.0,0.0,0.9086405675500883,-1636.3992516503968,5.369158036446985,0.0125530614639106,4.924534400763539,0.013454326011262016,1.791975551381968e-06,0.4446236436077625,0.012551269437307897,0.8835359956487755,2,train
-33691.10065406977,0.0,0.6993127842431562,0.993753181931758,0.9259479350714699,-1470.6637642699473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,valid
-32753.534241781068,0.0,0.0,0.0,0.924342631121603,-1253.6000652874375,5.301645524239953,0.00859211921772879,4.891227352825893,0.0157683030325338,2.124590815069298e-06,0.41041817899384253,0.008589994672523893,0.885425819137882,3,train
-38614.80150799418,0.0,0.6997097549131724,0.9934971850201588,0.9385156272170995,-1085.4598158975907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,valid
-35828.83200867052,0.0,0.0,0.0,0.9342824074574098,-1021.0105336079524,5.25053843459642,0.005063853234700534,4.857144807804526,0.018516845984998122,1.4249547946391154e-06,0.3933936195566475,0.005062428272693702,0.8863025858912165,4,train
-39866.90143531977,0.0,0.7013113004807202,0.9933006191203829,0.9450147078889123,-813.4175934164031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,valid
-38085.0060287211,0.0,0.0,0.0,0.9417169603398478,-738.5275745232871,5.207810553512132,0.003066182057575687,4.825276388598315,0.02196391085108925,9.897940332314686e-07,0.3825341764557568,0.003065192262115686,0.8873171527261678,5,train
-41525.345203488374,0.0,0.7029563750378625,0.9932017272462118,0.9508543291984604,-639.9449919579059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,valid
-39806.70438945087,0.0,0.0,0.0,0.9467437046107682,-598.5419740951696,5.1708908356683105,0.002124644417072768,4.795730742415941,0.02384891099366494,1.1111635906811148e-06,0.3751600911851563,0.002123533258133608,0.8882702296179843,6,train
-42364.85292514535,0.0,0.7030806312325141,0.9930740616850479,0.9533494728980428,-544.3917175738162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,valid
-41148.306245484106,0.0,0.0,0.0,0.9510469395658334,-485.3148075369466,5.138742278766081,0.0015038772192581193,4.76985809017468,0.02544493041932583,1.0341249245139688e-06,0.3688841928980943,0.0015028430948681806,0.888844798410559,7,train
-43300.630995639534,0.0,0.7035018869530756,0.9929912858175469,0.9572113576103849,-433.16684324446607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,valid
-42091.02248916185,0.0,0.0,0.0,0.953930529003513,-379.2448410716471,5.112785000332518,0.0010718687589320799,4.747963654512615,0.02739207068124431,1.328878528036749e-06,0.364821359601324,0.0010705398790457326,0.8890586994975977,8,train
-43821.329305959305,0.0,0.7034858991695466,0.992901558780733,0.9588509356210249,-343.13030050263734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,valid
-42861.02955653902,0.0,0.0,0.0,0.9571398579519719,-320.5440586093272,5.090870738718551,0.0007821074120052483,4.729397682785299,0.03033724644711252,1.7449768289106547e-06,0.36147306781972766,0.0007803624338956306,0.8889346053834596,9,train
-43457.1898619186,0.0,0.7029141786329774,0.9928397626493457,0.9594383139872092,-294.25244070583295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,valid
-42898.18648392341,0.0,0.0,0.0,0.9585251536992778,-277.8448292392926,5.0734755317599785,0.0005861622167487993,4.715199759929855,0.030947393753883466,1.4705014554356634e-06,0.3582757738973364,0.0005846917163580656,0.8894309591006682,10,train
-45120.8773619186,0.0,0.7036551695103918,0.9927878019172031,0.9628934916776685,-239.26450068240226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,valid
-43589.66155617774,0.0,0.0,0.0,0.9607168457636825,-211.15423256991753,5.0556376242224195,0.00043771427995322837,4.7000467708345095,0.03238495747757957,1.4423844539163363e-06,0.35559085821140707,0.00043627189588733015,0.8894002027594285,11,train
-45357.96711482558,0.0,0.7034570132028161,0.992696213105948,0.9646769446404229,-212.76283140333896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,valid
-43804.687658056355,0.0,0.0,0.0,0.9619036877410161,-192.05262109274193,5.042205259290045,0.0003323219769695045,4.689799512741883,0.03396079077713751,1.9086734482698375e-06,0.3524057427582713,0.00033041330398586783,0.8897180343638955,12,train
-46093.445494186046,0.0,0.7035453109650195,0.9926102740810906,0.966480273049581,-169.26007010331082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,valid
-44512.2050216763,0.0,0.0,0.0,0.9638585406024721,-148.23651672166878,5.032370749236532,0.00023103154039152128,4.682636170028951,0.03336422607259599,1.5602228195941438e-06,0.3497345647370884,0.00022947131807956358,0.8898065403706765,13,train
-46385.889807412794,0.0,0.7040586559607032,0.9926027891525834,0.9669471222858828,-139.99383464779837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,valid
-44804.163678648845,0.0,0.0,0.0,0.9649170158704975,-120.86016150593692,5.019018583904112,0.00016115227291542712,4.670963692527286,0.035246669094083624,1.7676301354185852e-06,0.34805490067928513,0.00015938464228225791,0.8896324551863477,14,train
-45572.544785610466,0.0,0.7040028665133689,0.9925856921837725,0.967641598157182,-114.86949317586131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,valid
-44908.21269869942,0.0,0.0,0.0,0.9656487303529491,-102.44299279114932,5.009534924016522,0.00010944901372093464,4.662945220925216,0.03653054204204179,1.8227740818711817e-06,0.3465897108433564,0.00010762623993366066,0.8897789199917303,15,train
-46772.948037790695,0.0,0.7031560878855135,0.9925003276673213,0.9692078167179325,-95.47034026736206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,valid
-45156.41437861272,0.0,0.0,0.0,0.9672872308732887,-87.5853833705958,4.9981662413977475,8.155128427619196e-05,4.654290160691807,0.036220905085691826,1.8840266499825268e-06,0.34387606468503873,7.966725774483917e-05,0.8900201393000652,16,train
-46477.25581395349,0.0,0.7036581878258344,0.9924912152311498,0.9692729583446624,-79.54314505721635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,valid
-45623.47981394509,0.0,0.0,0.0,0.9681763860628566,-72.95664808486798,4.990935785922012,5.803637164796743e-05,4.648701403182366,0.037647419937514845,1.9537976018198054e-06,0.342234380500165,5.608257421914934e-05,0.8901327348857946,17,train
-47280.687318313954,0.0,0.7035903680114607,0.9924177470185399,0.9712102540377998,-67.66817755869684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,valid
-45742.959131141615,0.0,0.0,0.0,0.9689446033514094,-62.57368652065273,4.983541309488991,3.8396089645254466e-05,4.641955361889966,0.0381443108286644,1.80595649275663e-06,0.3415859631031235,3.659013328496772e-05,0.8900947305508432,18,train
-47151.50499636628,0.0,0.7043503379692414,0.9923695418924385,0.9719383794132818,-56.02359479134315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,valid
-46011.44280617774,0.0,0.0,0.0,0.9696750550810613,-56.778208084683996,4.976138068072369,2.782117754458855e-05,4.63587047874583,0.038658817745529844,2.442235555740215e-06,0.34026759552817815,2.5378942012574282e-05,0.890115591142908,19,train
-47097.986464389534,0.0,0.7045420786226484,0.9923693046285705,0.9730489406470008,-45.32896774547741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,valid
-46257.6733200867,0.0,0.0,0.0,0.9705366958424396,-46.89259797762373,4.969523156998474,2.3208081240780933e-05,4.63040089745053,0.039442642586510306,2.3376015910205594e-06,0.33912225593032175,2.087047972093822e-05,0.8901206320420855,20,train
-47693.86655159884,0.0,0.7050909589358206,0.9923907121520574,0.9733450102633132,-38.48187946228583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,valid
-46276.02196983381,0.0,0.0,0.0,0.9712027100257563,-39.633594387658746,4.9612018689943875,1.722828319148191e-05,4.623352566206386,0.040507263487818614,1.843067594148559e-06,0.337849306577892,1.538521556421588e-05,0.8899227594364585,21,train
-48043.56159156977,0.0,0.7046547514422218,0.992309076886713,0.9736238611943565,-32.589429319923894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,valid
-46520.82153179191,0.0,0.0,0.0,0.9719096604745632,-33.86823279676336,4.954601177590431,1.4042017732129391e-05,4.618095103026815,0.04090460066850475,2.0652584458216354e-06,0.336506074046813,1.1976759283836304e-05,0.8902149920518687,22,train
-48094.29751090116,0.0,0.7045994307515624,0.9923002713792618,0.9735118869273878,-28.314780316308383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,valid
-46879.24266166907,0.0,0.0,0.0,0.9726402030898276,-25.93233792728652,4.948034906662958,1.0488340732358071e-05,4.612476246894439,0.04146052678411751,1.929889032473274e-06,0.33555863461742513,8.558451712736353e-06,0.8905002554028021,23,train
-47727.81740552326,0.0,0.7047236943017405,0.9922981413194882,0.975097003706304,-24.33471744241625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,valid
-46964.99293262283,0.0,0.0,0.0,0.9733443622090641,-19.557643784562732,4.9416559803692595,1.1345485286849157e-05,4.607871014258765,0.041106093804098964,1.8402116423836245e-06,0.33378496111472905,9.50527364298266e-06,0.8903591336542471,24,train
-47514.16860465116,0.0,0.7054735033998546,0.9922771169758324,0.9747528025734986,-21.123256741485925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,valid
-46967.327966943645,0.0,0.0,0.0,0.9734907761708601,-19.102191468577093,4.935891234116747,7.749834248502536e-06,4.602180996382168,0.042583326093120384,1.956774482768315e-06,0.3337102420412736,5.7930597746314525e-06,0.8904581162970879,25,train
-47597.47038517442,0.0,0.7061068017297889,0.9923077435102338,0.9748161390507262,-19.190372212225764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,valid
-47024.64385386561,0.0,0.0,0.0,0.973841450975645,-13.907450011909377,4.931803039043625,7.897556738696395e-06,4.598314538856462,0.04338005147443686,2.2466871017889427e-06,0.3334885244769168,5.650869633941709e-06,0.8903377621160077,26,train
-48840.28651889535,0.0,0.7054802661702397,0.9921937048178746,0.9764721995912197,-16.479752659151583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,valid
-47500.880735187864,0.0,0.0,0.0,0.9747377191566191,-14.84020288128987,4.924724581613706,7.803363642660375e-06,4.593227797160948,0.043401457067858966,1.9023219070020233e-06,0.3314967801460641,5.901041729726864e-06,0.8902947168818788,27,train
-48563.00445130814,0.0,0.706282753057377,0.9922153086739576,0.976312715951358,-15.617332762643501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,valid
-47481.906408056355,0.0,0.0,0.0,0.9747236161809805,-16.361297660003153,4.921142349353415,6.215641558256997e-06,4.589318898371879,0.04322416741250223,2.0014716058184325e-06,0.3318234707923294,4.214169935632685e-06,0.8907507434056673,28,train
-48562.201035610466,0.0,0.7057060373294483,0.992185454743262,0.9768852310434833,-14.037203113536314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,valid
-47622.800419978324,0.0,0.0,0.0,0.9750256561927729,-11.762008810503389,4.9163334355878,7.425153319712516e-06,4.585795766356363,0.044278206906652864,2.1990159864245746e-06,0.3305376671642237,5.226137348116659e-06,0.8902973418979976,29,train
-49196.70530523256,0.0,0.7062759874876213,0.9922639871325918,0.977687551203982,-13.184878679143653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,valid
-47730.95919888006,0.0,0.0,0.0,0.9757926720661978,-11.880701771482759,4.910957485265126,6.447195981150877e-06,4.581532307442902,0.04543056639417403,3.1047862470902896e-06,0.32942518264572057,3.3424097419692374e-06,0.8908929804156971,30,train
-49128.71348110465,0.0,0.7067610387519727,0.9922614804613712,0.9777956177143295,-12.990500139290276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,valid
-47964.06943190029,0.0,0.0,0.0,0.975717847449431,-10.152333479561483,4.906733603835795,6.6324119317236495e-06,4.578119473650276,0.04560628666870856,2.026599135324827e-06,0.3286141348367482,4.605812797387404e-06,0.8906776622540689,31,train
-48309.672056686046,0.0,0.706539017671537,0.9921297277557378,0.977285324709298,-13.292158857194792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,valid
-47813.403179190755,0.0,0.0,0.0,0.9755868187300234,-9.788725637710819,4.906524208928809,5.602232401898895e-06,4.577532233530387,0.0443543424409938,1.8941827361034128e-06,0.3289919772933673,3.7080496677726446e-06,0.8908151601780356,32,train
-49729.08975290698,0.0,0.7064174310923889,0.9921185719693758,0.9784522472078867,-11.269204683069443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,valid
-48347.9748916185,0.0,0.0,0.0,0.9766981223909086,-11.56697425001095,4.898734431735353,4.484281130910107e-06,4.570666029274119,0.04557885653796913,1.6951509599533417e-06,0.3280684005662885,2.7891301818311585e-06,0.8907757387684949,33,train
-49484.43023255814,0.0,0.7063790522971788,0.9921151282299954,0.9791116823478814,-11.208228463119333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,valid
-48385.50684158237,0.0,0.0,0.0,0.9771071540837065,-9.90278770024473,4.893330648455317,4.983630954128508e-06,4.566002203549953,0.04471774035364906,2.196781707405772e-06,0.3273284433549539,2.7868492462284455e-06,0.890433724905025,34,train
-49787.947765261626,0.0,0.7062649083148663,0.9920544593023403,0.9788585743736128,-10.749745813703294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,valid
-48536.33401824422,0.0,0.0,0.0,0.9776602460664101,-10.391854101328486,4.889466974776604,5.049229346933198e-06,4.563105415057585,0.0467856992897443,2.6067263463672765e-06,0.32636157892687473,2.4425029976001776e-06,0.8908960002695205,35,train
-49237.11682412791,0.0,0.7062710020321235,0.992087055294052,0.9784672825571995,-10.609477250093857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,valid
-48463.18740968208,0.0,0.0,0.0,0.9775770532256146,-8.241827553721265,4.888728891493957,5.2238444823160535e-06,4.562446161501669,0.04545667167817582,2.56250774011436e-06,0.3262827306813587,2.6613367214414883e-06,0.8910416519710783,36,train
-48933.0367005814,0.0,0.7063346683165345,0.9920025752183275,0.9782193159197173,-9.456169590249878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,valid
-48537.58546333093,0.0,0.0,0.0,0.9778952837050301,-10.58001551780381,4.884142894965375,4.735449261795071e-06,4.558378726760776,0.04690236166507178,1.970945558953289e-06,0.32576415338957243,2.7645037156933384e-06,0.8910868109306159,37,train
-49235.48937136628,0.0,0.706153304691391,0.9919220781785392,0.9782356100842602,-10.474035455971602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,valid
-48593.98096549856,0.0,0.0,0.0,0.9779758292365051,-10.135127859712084,4.880915834724559,4.864361598384162e-06,4.556096716423255,0.046226365233346216,1.7990408655746053e-06,0.3248191174399646,3.0653207253951974e-06,0.8908458004108054,38,train
-49808.43659156977,0.0,0.7068878596567573,0.9920385780843854,0.9800281829606979,-10.842488016419503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,valid
