recon_loss	KL	disnt_basal	disnt_after	r2_mean	r2_var	adv_loss	penalty_adv	adv_perts	acc_perts	penalty_perts	adv_covariate_patient	penalty_covariate_patient	acc_covariate_patient	epoch	mode
1437.7144631778492		0.3515409564331106	0.7989952116024986	0.07004563409615867	0.18803087155008458									0	valid
1379.9627829886772		0.0	0.0	0.15518763576325612	0.2502304323171711	4.371715299181036	0.14805338832036574	1.8413553543992944	0.2422080394887441	0.058457509082342894	2.5303599552528278	0.08959587862981218	0.3353883668377593	0	train
1061.5420711741729		0.38675585162742654	0.6973162906864392	0.5469806627583291	0.49557758318265605									1	valid
1023.6822340681746		0.0	0.0	0.5617113330129955	0.48854792943935144	3.3360436574832812	0.031164977338393123	1.5603409675327506	0.38052807577155734	0.010449796715485198	1.7757026698138263	0.020715180632411217	0.4934477934966216	1	train
994.5888923196231		0.3943782565651106	0.6867365830033375	0.7107211740256626	0.5857863619696639									2	valid
990.9846158414274		0.0	0.0	0.7142589324080462	0.5651978238033198	2.9772388097402214	0.024369738615897238	1.4374490791075938	0.4371403335920862	0.006809233355202845	1.5397897394927773	0.01756050519417135	0.5396152988478944	2	train
977.9597132065717		0.3778101505560293	0.6772695382423456	0.7810423561453135	0.6107717603148024									3	valid
978.3747261665962		0.0	0.0	0.7829370182988171	0.602057624915366	2.839455097108274	0.014143199707400434	1.377810818118018	0.45908702688442693	0.004717076933771676	1.4616442814066604	0.009426122773628759	0.5492401582163733	3	train
965.3729571174173		0.361651468055681	0.6647220645078402	0.8036508970672958	0.6338293087998103									4	valid
968.4024612839157		0.0	0.0	0.8063752903951459	0.6215292674374521	2.816674345248454	0.008424287039444459	1.357904828883506	0.4668634659736543	0.0037566459671195063	1.4587695123376072	0.0046676410675733065	0.5315014721976744	4	train
958.0269631778492		0.3533338799121287	0.6603081210203992	0.8193290965002392	0.6410211223897501									5	valid
961.1210446744352		0.0	0.0	0.8185880647207858	0.6367629730732034	2.7612123731020333	0.00520990316147859	1.3389417770746592	0.4711143154952977	0.0028409365212962944	1.4222705952219061	0.0023689666354306496	0.5308548294611879	5	train
956.5535493738511		0.34582478837493413	0.6480006431424552	0.835584192967551	0.6545846989115286									6	valid
956.1225037445893		0.0	0.0	0.8270722180448208	0.6450298057506881	2.7019480434623926	0.00335636480986996	1.3116798143129091	0.4799611242236318	0.002201911863842409	1.3902682331768241	0.0011544529573127096	0.5353131451316782	6	train
950.4759593290441		0.34227554696610035	0.654707947806826	0.829191223982637	0.6544357007636694									7	valid
951.787313100454		0.0	0.0	0.8311412363384978	0.6544345454477425	2.6602201332917086	0.0021823068394097593	1.295000574073276	0.49037080681001816	0.0015568036552784698	1.365219552774687	0.0006255031859131567	0.5339480106895035	7	train
947.9502850700827		0.33356496894930543	0.650443402823357	0.8334055132137698	0.6557069598036781									8	valid
947.9180532919394		0.0	0.0	0.8359030721290676	0.6618139443660784	2.6600993082330033	0.001599193460365035	1.300242692232132	0.48538897267064535	0.001186875457761391	1.3598566208336804	0.00041231800082177684	0.5325645470135921	8	train
947.1378855985754		0.32487200690410384	0.6441037794017186	0.8326307157968851	0.6690688660103765									9	valid
944.8329599741343		0.0	0.0	0.839041802022798	0.6651452498605432	2.659032773327183	0.0011004749269756889	1.3078970498329885	0.4786984324455261	0.0008887937838895892	1.351135715439513	0.00021168114323458844	0.5311752181198146	9	train
942.4474702722886		0.31854518750967953	0.6491354227002893	0.8319075753961852	0.6775844218084377									10	valid
941.9874523265942		0.0	0.0	0.841488360657708	0.6690468150111879	2.651302237768431	0.0007916081260785232	1.3111942048008378	0.47859747909210826	0.0006535910438195023	1.340108031356657	0.00013801708144233182	0.5321701096521841	10	train
941.1611076803769		0.31517494952626884	0.6484400449766069	0.8428146997932222	0.6712952730340815									11	valid
939.837847323031		0.0	0.0	0.8424312471764904	0.6757067777706669	2.682667579199817	0.0005381853757449901	1.3455532491207123	0.46527615974883774	0.0004647587398090875	1.3371143268572319	7.342663504496901e-05	0.5340213260135135	11	train
937.0485229492188		0.3085240872821646	0.6419290986976839	0.8428390018381425	0.6808003237339839									12	valid
937.0626307307062		0.0	0.0	0.8444918684656816	0.6775683406139283	2.7332990072868966	0.0003759317986230005	1.3917943698328894	0.4530126802824639	0.0003271491845299927	1.3415046398704116	4.8782612979340804e-05	0.530226515757071	12	train
935.4891572840073		0.305848709536721	0.6421866889131581	0.8407582606250752	0.6859368967964332									13	valid
936.6848763130806		0.0	0.0	0.8459881837812699	0.6756685239987248	2.809750822750298	0.00026507274504888764	1.460327125078923	0.4293387970962637	0.0002314525553053815	1.3494236912276294	3.362018924235599e-05	0.5267711559662948	13	train
936.5300580193015		0.3021068865189828	0.6387440935807774	0.8417301916410235	0.6824807415312534									14	valid
933.8243267987225		0.0	0.0	0.8482825072552866	0.6818432638049315	2.8590555948180123	0.0002562861360386204	1.509788141057298	0.4152441252325032	0.00023132719931653607	1.3492674432896279	2.495893558985625e-05	0.5290204755760528	14	train
934.203229118796		0.2946768713023965	0.6390618115851253	0.8486652486695337	0.6823075028072901									15	valid
932.9330069052206		0.0	0.0	0.8476826327008795	0.6800654196669662	2.8581281127156437	0.00022432998408401878	1.501439924981143	0.4185837098472827	0.00019114001607165994	1.3566881877345007	3.3189968606314564e-05	0.5252051369563954	15	train
932.1587201286765		0.28877182134468665	0.6361969516549297	0.8473376648001283	0.686620048373617									16	valid
930.077089876742		0.0	0.0	0.85094207107262	0.6848085942971937	2.8714425273843713	0.00019666481135313267	1.5156395918614156	0.4124586353632244	0.00017220045903778387	1.3558029347174876	2.446435293714618e-05	0.5248194973211031	16	train
930.3647676355698		0.28669182775128027	0.6311174773166508	0.8459993871541907	0.6800114990071061									17	valid
929.1548338194151		0.0	0.0	0.8514442105295098	0.6877407745859262	2.8743391181971574	0.00015447993895837238	1.5244521732265885	0.40431054600992716	0.00013179609009150264	1.3498869417486965	2.2683848903991985e-05	0.5253547003140321	17	train
929.1387616325827		0.2883044037949045	0.6406121108334465	0.8488945740328795	0.684601383411762									18	valid
927.7481013117609		0.0	0.0	0.8521079848101433	0.6858602151600203	2.871239017795872	0.0001768614082331104	1.5131678798714199	0.413237372967037	0.0001565898149107982	1.358071137924452	2.0271593359434425e-05	0.5216669305353552	18	train
928.2556295955883		0.288150814949383	0.6353664983197173	0.8542852913195176	0.6903286260451874									19	valid
927.0976735707876		0.0	0.0	0.8526226336756888	0.6884676629817278	2.8933689723143705	0.00013817654459616076	1.5361060484035596	0.40271863542698527	0.00011278084587372308	1.3572629150506612	2.5395698740998787e-05	0.5205122113630578	19	train
927.0901884191177		0.2853757541518392	0.6373364081339501	0.8504268645524715	0.6881555430940131									20	valid
925.6355331008499		0.0	0.0	0.8551004721272208	0.6949495250652662	2.890064850046828	0.00011294696021798942	1.5260122740590893	0.4098622790864996	9.466354117184707e-05	1.3640525743768022	1.8283418934775648e-05	0.5215532916623193	20	train
925.8574505974265		0.28031392273310335	0.6324477406777118	0.8513519337137192	0.6859476751712176									21	valid
924.2834167480469		0.0	0.0	0.854536928333363	0.6923543529818382	2.8660480541151925	0.00010550893577081817	1.514280084822629	0.4124524990298055	8.840561550103452e-05	1.351767976541777	1.710332002848914e-05	0.5245768228495443	21	train
923.85252829159		0.28016214876856055	0.6324064070389411	0.8542235460724602	0.6833918328700166									22	valid
923.4967948294975		0.0	0.0	0.8553169795842764	0.6958763476985945	2.8758631864109554	9.609846952395058e-05	1.522434782337498	0.4133080608538679	7.707484986226796e-05	1.3534284008515847	1.9023619949379912e-05	0.5220327749848366	22	train
923.37353515625		0.27929734391950994	0.6321702580315269	0.8526466118258604	0.6929054588584769									23	valid
